Survey ResponseID,Category,Period,Total_Spend
R_2z6HVYTxer7XO12,SHIRT,baseline,11.99
R_2z6LiVVvQldVrWh,PET_FOOD,baseline,13.96
R_2z7rLZb69WuqDdf,FLAVORED_DRINK_CONCENTRATE,treatment,8.53
R_2z7rLZb69WuqDdf,SHIRT,baseline,9.99
R_2z7rLZb69WuqDdf,SHOES,baseline,38.97
R_2zAOD6IbPzXuthy,VITAMIN,baseline,14.099999999999998
R_2zARigFdY655hAS,ELECTRONIC_CABLE,baseline,8.49
R_2zARigFdY655hAS,SCREEN_PROTECTOR,baseline,8.99
R_2zCmQhJtrw3xBtV,ELECTRONIC_CABLE,treatment,8.52
R_2zCmQhJtrw3xBtV,SHIRT,baseline,10.32
R_2zD58KSXqhHfp5e,ADHESIVE_TAPES,baseline,14.77
R_2zD58KSXqhHfp5e,SHIRT,baseline,19.99
R_2zGs5827faHHXFy,PET_FOOD,treatment,57.99
R_2zMAiLMp7ySjdto,SHIRT,baseline,19.48
R_2zMAiLMp7ySjdto,SHIRT,treatment,38.0
R_2zMUSIO7EjyAEVO,PET_FOOD,baseline,19.99
R_2zMhh48pxUCJZoH,ADHESIVE_TAPES,treatment,3.69
R_2zMhh48pxUCJZoH,CELLULAR_PHONE_CASE,treatment,11.99
R_2zMhh48pxUCJZoH,FRUIT,treatment,1.09
R_2zMhh48pxUCJZoH,SKIN_CLEANING_AGENT,treatment,4.28
R_2zMhh48pxUCJZoH,TOILET_PAPER,treatment,5.99
R_2zNpJuWE3ykIlGh,SCREEN_PROTECTOR,baseline,7.95
R_2zRSCnBFbSgJpKM,ELECTRONIC_CABLE,treatment,19.98
R_2zRSCnBFbSgJpKM,SHIRT,treatment,13.95
R_2zSlTKG9lhZH3r9,SHIRT,baseline,25.99
R_2zYiVYVYRWyKzRl,SHIRT,baseline,31.04
R_2zZILpCYQulMji3,SUGAR_CANDY,baseline,5.48
R_2zZILpCYQulMji3,SUGAR_CANDY,treatment,8.72
R_2ze9t15YGQDJxR3,CELLULAR_PHONE_CASE,treatment,5.99
R_2ze9t15YGQDJxR3,DISHWASHER_DETERGENT,baseline,13.86
R_2ze9t15YGQDJxR3,ELECTRONIC_CABLE,baseline,17.18
R_2ze9t15YGQDJxR3,ELECTRONIC_CABLE,treatment,12.89
R_2ze9t15YGQDJxR3,SAUCE,baseline,6.04
R_2ze9t15YGQDJxR3,SHIRT,baseline,5.99
R_2ze9t15YGQDJxR3,SHOES,baseline,23.98
R_2ze9t15YGQDJxR3,SKIN_CLEANING_AGENT,baseline,16.330000000000002
R_2ze9t15YGQDJxR3,SUGAR_CANDY,baseline,1.88
R_2ze9t15YGQDJxR3,TOILET_PAPER,baseline,29.96
R_2ze9t15YGQDJxR3,VITAMIN,baseline,8.96
R_2zejCqxwLOr7Mrm,ELECTRONIC_CABLE,baseline,24.23
R_2zejCqxwLOr7Mrm,PET_FOOD,treatment,63.28
R_2znDusnDkfyOj3m,CELLULAR_PHONE_CASE,baseline,8.99
R_2znDusnDkfyOj3m,SHIRT,baseline,23.76
R_2zx8WHXVF7bHyh3,ELECTRONIC_CABLE,baseline,9.99
R_2zzG1u6pYDToyGD,ELECTRONIC_CABLE,baseline,17.45
R_2zzG1u6pYDToyGD,PET_FOOD,treatment,7.18
R_2zzG1u6pYDToyGD,SHIRT,baseline,22.07
R_2zzG1u6pYDToyGD,SKIN_CLEANING_AGENT,baseline,12.88
R_3006iqWvyrARyM5,PET_FOOD,treatment,20.99
R_3006iqWvyrARyM5,SHOES,baseline,29.99
R_301MA8iy9GwvVOe,COFFEE,treatment,42.95
R_301MA8iy9GwvVOe,SKIN_CLEANING_AGENT,treatment,25.0
R_301uq7vv7YTe7qQ,CELLULAR_PHONE_CASE,baseline,94.91
R_301uq7vv7YTe7qQ,DISHWARE_PLATE,baseline,10.39
R_301uq7vv7YTe7qQ,PET_FOOD,baseline,33.04
R_301uq7vv7YTe7qQ,PET_FOOD,treatment,9.98
R_301uq7vv7YTe7qQ,SHIRT,baseline,44.8
R_301uq7vv7YTe7qQ,SHOES,baseline,75.0
R_3093m6Spz9VzxAK,COFFEE,baseline,12.89
R_3093m6Spz9VzxAK,COFFEE,treatment,13.09
R_3093m6Spz9VzxAK,PET_FOOD,treatment,24.99
R_3093m6Spz9VzxAK,SHIRT,baseline,17.99
R_30f0gTKJr78YCy4,ADHESIVE_TAPES,baseline,10.0
R_30f0gTKJr78YCy4,PET_FOOD,treatment,14.129999999999999
R_30f0gTKJr78YCy4,SHIRT,baseline,54.97
R_30f0gTKJr78YCy4,SKIN_CLEANING_AGENT,baseline,31.0
R_30i8wBqfAJYMNTm,SKIN_CLEANING_AGENT,baseline,17.98
R_30i8wBqfAJYMNTm,SKIN_CLEANING_AGENT,treatment,14.879999999999999
R_30i8wBqfAJYMNTm,VITAMIN,treatment,24.95
R_30kPg5opkenrGPb,DISHWASHER_DETERGENT,treatment,5.36
R_30kPg5opkenrGPb,FRUIT,treatment,52.980000000000004
R_30kPg5opkenrGPb,HERB,treatment,6.96
R_30kPg5opkenrGPb,PROTECTIVE_GLOVE,treatment,33.21
R_30kPg5opkenrGPb,SHOES,baseline,122.03
R_30kPg5opkenrGPb,SKIN_CLEANING_AGENT,treatment,11.77
R_30qTlKzhdIqtgiz,PET_FOOD,baseline,11.64
R_30qTlKzhdIqtgiz,SHIRT,baseline,76.56
R_30qTlKzhdIqtgiz,SHOES,baseline,74.96
R_30tKJbqPUb129Xp,COFFEE,baseline,64.31
R_30tLi6WqLJxToYS,PET_FOOD,treatment,8.24
R_30uDhrRCQ3lqTNE,CELLULAR_PHONE_CASE,baseline,9.99
R_30v4IsTwlZaxIiR,SCREEN_PROTECTOR,baseline,17.84
R_31A7MK65zEMwnkX,CELLULAR_PHONE_CASE,treatment,8.99
R_31A7MK65zEMwnkX,PET_FOOD,treatment,9.97
R_31A7MK65zEMwnkX,SCREEN_PROTECTOR,baseline,15.93
R_31A7MK65zEMwnkX,VITAMIN,treatment,13.99
R_31ADYMez64zKe2X,ADHESIVE_TAPES,treatment,2.27
R_31ADYMez64zKe2X,CELLULAR_PHONE_CASE,treatment,7.98
R_31ADYMez64zKe2X,SUGAR_CANDY,treatment,13.56
R_31ADYMez64zKe2X,TOILET_PAPER,treatment,6.99
R_31EHJndIjqp0OfR,COFFEE,baseline,29.99
R_31EHJndIjqp0OfR,COFFEE,treatment,22.49
R_31EHJndIjqp0OfR,ELECTRONIC_CABLE,treatment,9.98
R_31FBFlPtMYUheEy,VITAMIN,treatment,15.88
R_31LYkoXpSf1q0Ne,CELLULAR_PHONE_CASE,baseline,11.19
R_31QS1Ms6iQEU3mI,CELLULAR_PHONE_CASE,baseline,8.99
R_31QS1Ms6iQEU3mI,COFFEE,baseline,57.98
R_31QS1Ms6iQEU3mI,COFFEE,treatment,59.98
R_31QS1Ms6iQEU3mI,PET_FOOD,baseline,13.74
R_31QS1Ms6iQEU3mI,PET_FOOD,treatment,15.97
R_31QS1Ms6iQEU3mI,SCREEN_PROTECTOR,baseline,4.98
R_31QS1Ms6iQEU3mI,SKIN_CLEANING_AGENT,baseline,5.98
R_31QS1Ms6iQEU3mI,VITAMIN,treatment,10.77
R_31SNC0DcyjBDcq3,ADHESIVE_TAPES,treatment,10.91
R_31SNC0DcyjBDcq3,ELECTRONIC_CABLE,treatment,9.99
R_31SNC0DcyjBDcq3,SCREEN_PROTECTOR,treatment,6.99
R_31SNC0DcyjBDcq3,SHIRT,baseline,15.96
R_31XTJUT1qHoBGRZ,ELECTRONIC_CABLE,baseline,12.98
R_31XTJUT1qHoBGRZ,PET_FOOD,baseline,70.83
R_31XTJUT1qHoBGRZ,SKIN_CLEANING_AGENT,baseline,30.74
R_31aclNgWw4mxrPd,SHIRT,baseline,13.99
R_31bj3K9VrF3xiPE,DISHWARE_PLATE,baseline,11.51
R_31bj3K9VrF3xiPE,ELECTRONIC_CABLE,baseline,6.9
R_31bj3K9VrF3xiPE,SAUCE,treatment,1.96
R_31bj3K9VrF3xiPE,TOILET_PAPER,treatment,111.66999999999999
R_31hZPGWuIvYTHZ9,PET_FOOD,baseline,15.719999999999999
R_31hZPGWuIvYTHZ9,PET_FOOD,treatment,7.470000000000001
R_31i2GAL8OJZdUqq,SCREEN_PROTECTOR,baseline,11.95
R_31i2GAL8OJZdUqq,SKIN_CLEANING_AGENT,baseline,24.0
R_31ixLIfyf3xt0RM,TOILET_PAPER,baseline,31.49
R_31n2MLk9w05iLzN,COFFEE,treatment,12.99
R_31n2MLk9w05iLzN,SKIN_CLEANING_AGENT,treatment,3.99
R_31nNPxjCXdDYRGk,DISHWASHER_DETERGENT,baseline,16.97
R_31nNPxjCXdDYRGk,ELECTRONIC_CABLE,baseline,7.49
R_31nNPxjCXdDYRGk,SHOES,treatment,144.9
R_31nNPxjCXdDYRGk,SKIN_CLEANING_AGENT,treatment,6.62
R_31nNPxjCXdDYRGk,VITAMIN,treatment,11.21
R_31ow00zD9f3PW6B,ELECTRONIC_CABLE,baseline,24.9
R_31pjiIS2z0L0g9l,ELECTRONIC_CABLE,baseline,6.29
R_31pjiIS2z0L0g9l,ELECTRONIC_CABLE,treatment,7.99
R_31pjiIS2z0L0g9l,SKIN_CLEANING_AGENT,treatment,8.99
R_31uVvT36jk3wlHm,SUGAR_CANDY,baseline,10.98
R_31vHYfmUkFAL7sQ,SHOES,treatment,44.68
R_31ycQ8SiOEF1cUN,ADHESIVE_TAPES,baseline,34.98
R_31ycQ8SiOEF1cUN,ELECTRONIC_CABLE,treatment,11.84
R_322sl9lkckDZD5Y,SHOES,baseline,46.97
R_325wPQDFbzpv3zZ,SHOES,baseline,77.47
R_325wPQDFbzpv3zZ,TOILET_PAPER,baseline,14.98
R_32MgYCncUh7NkQE,PET_FOOD,baseline,40.36
R_32Mm71oAJq2K9XK,CELLULAR_PHONE_CASE,baseline,11.99
R_32Mm71oAJq2K9XK,DISHWARE_PLATE,baseline,6.67
R_32Mm71oAJq2K9XK,DISHWARE_PLATE,treatment,151.96
R_32Mm71oAJq2K9XK,FLAVORED_DRINK_CONCENTRATE,baseline,34.99
R_32Mm71oAJq2K9XK,FLAVORED_DRINK_CONCENTRATE,treatment,34.95
R_32Mm71oAJq2K9XK,PET_FOOD,baseline,64.96
R_32Mm71oAJq2K9XK,PET_FOOD,treatment,8.92
R_32Mm71oAJq2K9XK,PLANTER,treatment,19.99
R_32Mm71oAJq2K9XK,SHIRT,baseline,270.3
R_32Mm71oAJq2K9XK,SHIRT,treatment,318.8
R_32Mm71oAJq2K9XK,SHOES,treatment,136.66
R_32Mm71oAJq2K9XK,SUGAR_CANDY,treatment,21.96
R_32PFJILCpebqj2I,ADHESIVE_TAPES,baseline,15.99
R_32PFJILCpebqj2I,CELLULAR_PHONE_CASE,baseline,11.99
R_32PFJILCpebqj2I,SCREEN_PROTECTOR,baseline,15.98
R_32R69KRWIzuH9Im,COFFEE,treatment,27.41
R_32RSCpvF0PqDFBp,ADHESIVE_TAPES,treatment,8.03
R_32RSCpvF0PqDFBp,PET_FOOD,treatment,16.99
R_32RSCpvF0PqDFBp,SAUCE,treatment,24.19
R_32RSCpvF0PqDFBp,SKIN_CLEANING_AGENT,treatment,12.84
R_32RSCpvF0PqDFBp,VITAMIN,baseline,11.7
R_32UZncFA03IrQwQ,DISHWASHER_DETERGENT,treatment,4.97
R_32UZncFA03IrQwQ,ELECTRONIC_CABLE,baseline,7.62
R_32UZncFA03IrQwQ,FLAVORED_DRINK_CONCENTRATE,treatment,13.26
R_32UZncFA03IrQwQ,PET_FOOD,baseline,19.78
R_32UZncFA03IrQwQ,PET_FOOD,treatment,139.51
R_32VcKmw1biSyknq,ELECTRONIC_CABLE,treatment,6.99
R_32VcKmw1biSyknq,PROTECTIVE_GLOVE,baseline,9.48
R_32VcKmw1biSyknq,SHOES,baseline,35.99
R_32VcKmw1biSyknq,VITAMIN,baseline,14.55
R_32VlHVeRo7xTWsZ,PROTECTIVE_GLOVE,treatment,13.99
R_32WrYe9Z7XWF8FL,ELECTRONIC_CABLE,treatment,83.85000000000001
R_32WrYe9Z7XWF8FL,PET_FOOD,baseline,82.88
R_32Wsk7ziaut6JrW,SHIRT,baseline,77.82
R_32Wsk7ziaut6JrW,SHOES,baseline,48.99
R_32WvdLjYpicai6o,PROTECTIVE_GLOVE,baseline,8.97
R_32WvdLjYpicai6o,PROTECTIVE_GLOVE,treatment,24.89
R_32WvdLjYpicai6o,SHIRT,baseline,33.980000000000004
R_32WvdLjYpicai6o,SHIRT,treatment,47.52
R_32WvdLjYpicai6o,SHOES,baseline,337.54
R_32WvdLjYpicai6o,SHOES,treatment,101.16
R_32WvdLjYpicai6o,SKIN_CLEANING_AGENT,treatment,7.8
R_333cPUAJRgYXqi1,DISHWASHER_DETERGENT,treatment,16.97
R_333cPUAJRgYXqi1,ELECTRONIC_CABLE,baseline,12.99
R_333cPUAJRgYXqi1,ELECTRONIC_CABLE,treatment,9.33
R_333cPUAJRgYXqi1,PROTECTIVE_GLOVE,treatment,7.0
R_333cPUAJRgYXqi1,SHOES,baseline,84.95
R_338AsE7QedeQ72w,CELLULAR_PHONE_CASE,treatment,27.99
R_33El0GX9AkXCVDU,CELLULAR_PHONE_CASE,baseline,22.98
R_33El0GX9AkXCVDU,COFFEE,baseline,92.12
R_33El0GX9AkXCVDU,COFFEE,treatment,43.99
R_33El0GX9AkXCVDU,SCREEN_PROTECTOR,baseline,6.99
R_33a2eGfoj5xSrE2,ELECTRONIC_CABLE,baseline,13.99
R_33a2eGfoj5xSrE2,ELECTRONIC_CABLE,treatment,15.99
R_33a2eGfoj5xSrE2,PET_FOOD,treatment,10.48
R_33a2eGfoj5xSrE2,SCREEN_PROTECTOR,treatment,4.9
R_33a2eGfoj5xSrE2,SHOES,treatment,24.99
R_33a2eGfoj5xSrE2,TOILET_PAPER,baseline,15.2
R_33d7M6Nr0oXVk6w,ELECTRONIC_CABLE,baseline,17.99
R_33d7M6Nr0oXVk6w,SKIN_CLEANING_AGENT,baseline,8.8
R_33d7M6Nr0oXVk6w,SKIN_CLEANING_AGENT,treatment,51.82
R_33dxSOlpYwYOjFE,PET_FOOD,treatment,6.32
R_33dxSOlpYwYOjFE,PROTECTIVE_GLOVE,treatment,11.99
R_33e7mSbpjZVKW82,ELECTRONIC_CABLE,baseline,18.99
R_33fh0DWssIsKwpU,ELECTRONIC_CABLE,baseline,6.99
R_33fh0DWssIsKwpU,PET_FOOD,treatment,8.49
R_33fmWkZdbFSdAqe,ADHESIVE_TAPES,baseline,11.59
R_33gqD4zbwgtDhQC,TOILET_PAPER,baseline,58.82
R_33jcUkAZ8knoq82,CELLULAR_PHONE_CASE,baseline,21.98
R_33jcUkAZ8knoq82,ELECTRONIC_CABLE,baseline,9.99
R_33jcUkAZ8knoq82,FRUIT,treatment,3.0
R_33jcUkAZ8knoq82,HERB,treatment,8.49
R_33jcUkAZ8knoq82,PET_FOOD,baseline,42.09
R_33jcUkAZ8knoq82,TOILET_PAPER,baseline,22.25
R_33jcUkAZ8knoq82,TOILET_PAPER,treatment,11.98
R_39HhVszlqdawZPP,PET_FOOD,baseline,13.74
R_39HhVszlqdawZPP,SCREEN_PROTECTOR,baseline,17.9
R_3C9mWQweEu6HA2J,HERB,baseline,2.72
R_3C9mWQweEu6HA2J,PET_FOOD,treatment,8.39
R_3C9mWQweEu6HA2J,SHOES,baseline,28.88
R_3C9mWQweEu6HA2J,VITAMIN,baseline,5.85
R_3CATeNn9pwYX3bv,VITAMIN,treatment,10.99
R_3CD6TeMBrOUiEmu,SHIRT,baseline,10.99
R_3CIrjNnjZFOVvWu,SCREEN_PROTECTOR,treatment,6.99
R_3CIrjNnjZFOVvWu,SKIN_CLEANING_AGENT,baseline,17.96
R_3CIrjNnjZFOVvWu,SKIN_CLEANING_AGENT,treatment,25.67
R_3CKmnc9zwNPauw5,SAUCE,baseline,19.200000000000003
R_3CKmnc9zwNPauw5,VITAMIN,baseline,29.96
R_3CVMAH13SNAWjLZ,PET_FOOD,treatment,8.32
R_3D0FIkesMnTGsnm,CELLULAR_PHONE_CASE,baseline,38.72
R_3D0FIkesMnTGsnm,ELECTRONIC_CABLE,baseline,12.99
R_3D624pTJqKkE6ko,SHIRT,baseline,7.75
R_3D624pTJqKkE6ko,SUGAR_CANDY,treatment,8.98
R_3D7xJuXSy25PXbg,ADHESIVE_TAPES,baseline,10.5
R_3D7xJuXSy25PXbg,DISHWASHER_DETERGENT,treatment,19.99
R_3D7xJuXSy25PXbg,PET_FOOD,baseline,37.56
R_3D7xJuXSy25PXbg,PET_FOOD,treatment,9.1
R_3D7xJuXSy25PXbg,SAUCE,baseline,9.95
R_3D8fwycJF7eksBo,ELECTRONIC_CABLE,baseline,6.98
R_3D8fwycJF7eksBo,PET_FOOD,baseline,21.14
R_3D8fwycJF7eksBo,SHIRT,baseline,19.99
R_3D8fwycJF7eksBo,SUGAR_CANDY,baseline,12.93
R_3Dbw2bzDMkmC4Kt,PROTECTIVE_GLOVE,treatment,6.45
R_3Dbw2bzDMkmC4Kt,SKIN_CLEANING_AGENT,treatment,17.04
R_3Dbw2bzDMkmC4Kt,TOILET_PAPER,baseline,18.86
R_3DdbPgFadLDrK7U,SHIRT,baseline,19.98
R_3Ddx3PF1GsBUbzX,COFFEE,baseline,61.82
R_3Ddx3PF1GsBUbzX,COFFEE,treatment,27.56
R_3DdxQK745EEWMzm,ELECTRONIC_CABLE,baseline,28.04
R_3DkfpeA5lhL0kXq,SKIN_CLEANING_AGENT,treatment,5.88
R_3DkmDzFowAbQ5vl,COFFEE,treatment,29.99
R_3DkmDzFowAbQ5vl,FRUIT,baseline,0.63
R_3DkmDzFowAbQ5vl,FRUIT,treatment,0.18
R_3DkmDzFowAbQ5vl,PET_FOOD,baseline,26.06
R_3DkmDzFowAbQ5vl,PET_FOOD,treatment,65.12
R_3DkmDzFowAbQ5vl,PROTECTIVE_GLOVE,treatment,12.7
R_3DkmDzFowAbQ5vl,SAUCE,baseline,1.99
R_3DkmDzFowAbQ5vl,SAUCE,treatment,9.75
R_3DkmDzFowAbQ5vl,SUGAR_CANDY,baseline,15.15
R_3DqB7pyNczSugtj,ADHESIVE_TAPES,baseline,4.99
R_3DqB7pyNczSugtj,ELECTRONIC_CABLE,treatment,13.99
R_3DqnvnWvqgEZVbO,FLAVORED_DRINK_CONCENTRATE,baseline,14.49
R_3DqnvnWvqgEZVbO,HERB,treatment,6.04
R_3DqnvnWvqgEZVbO,PROTECTIVE_GLOVE,treatment,19.99
R_3DqnvnWvqgEZVbO,SKIN_CLEANING_AGENT,baseline,10.91
R_3DteNZbN9pZ6q6A,CELLULAR_PHONE_CASE,baseline,16.95
R_3DteNZbN9pZ6q6A,SCREEN_PROTECTOR,baseline,7.29
R_3Dvf2b14COFZe0A,CELLULAR_PHONE_CASE,baseline,12.99
R_3Dvf2b14COFZe0A,COFFEE,baseline,5.95
R_3Dvf2b14COFZe0A,SHOES,baseline,53.99
R_3Dvf2b14COFZe0A,SHOES,treatment,89.95
R_3Dvf2b14COFZe0A,SKIN_CLEANING_AGENT,baseline,28.950000000000003
R_3Dvf2b14COFZe0A,SUGAR_CANDY,baseline,52.379999999999995
R_3EEkdVDJ2YHiSOj,SHIRT,baseline,28.979999999999997
R_3EF2sOVmTNA4e3u,CELLULAR_PHONE_CASE,baseline,26.990000000000002
R_3EF2sOVmTNA4e3u,PROTECTIVE_GLOVE,baseline,4.35
R_3EF2sOVmTNA4e3u,SCREEN_PROTECTOR,baseline,13.440000000000001
R_3EF584Zf9pAwkir,CELLULAR_PHONE_CASE,baseline,4.92
R_3EFsFPjORsZZZn5,COFFEE,baseline,23.12
R_3EFsFPjORsZZZn5,ELECTRONIC_CABLE,baseline,5.97
R_3EFsFPjORsZZZn5,PET_FOOD,baseline,49.0
R_3EFsFPjORsZZZn5,PET_FOOD,treatment,48.99
R_3EFsFPjORsZZZn5,TOILET_PAPER,baseline,83.97
R_3EKDuh477LRPL0t,CELLULAR_PHONE_CASE,treatment,9.99
R_3EKDuh477LRPL0t,PET_FOOD,baseline,40.76
R_3EMSI0TXB7sUjN4,DISHWASHER_DETERGENT,baseline,19.99
R_3EMSI0TXB7sUjN4,SHIRT,baseline,17.86
R_3EPPQDreWBHrYIN,CELLULAR_PHONE_CASE,treatment,36.0
R_3EPPQDreWBHrYIN,ELECTRONIC_CABLE,baseline,21.99
R_3EQ2dhEXGhy72Xx,DISHWASHER_DETERGENT,baseline,4.97
R_3EQ2dhEXGhy72Xx,PET_FOOD,baseline,8.68
R_3EQ2dhEXGhy72Xx,SUGAR_CANDY,treatment,4.54
R_3EQJpaOtt2aP8HS,VITAMIN,baseline,8.54
R_3ESEXAc9qI9Kwvu,SHIRT,treatment,13.07
R_3ESuELdvO5mTjxj,CELLULAR_PHONE_CASE,baseline,8.99
R_3EVY4NsMzRR1v2S,ELECTRONIC_CABLE,baseline,7.99
R_3EVY4NsMzRR1v2S,ELECTRONIC_CABLE,treatment,23.98
R_3EVY4NsMzRR1v2S,SAUCE,baseline,5.37
R_3EVY4NsMzRR1v2S,SHIRT,baseline,46.97
R_3EVY4NsMzRR1v2S,SUGAR_CANDY,treatment,18.4
R_3EWk755Ir7OPrZ4,PET_FOOD,treatment,47.79
R_3EWk755Ir7OPrZ4,SHOES,baseline,22.99
R_3EaRonpJ9uBZjbf,HERB,treatment,3.91
R_3EaRonpJ9uBZjbf,PET_FOOD,treatment,61.9
R_3Ebh099lpNz7iC2,ELECTRONIC_CABLE,baseline,8.99
R_3EbttwlSceKvWpl,ELECTRONIC_CABLE,treatment,14.49
R_3Ej8bcREI0F3eu5,CELLULAR_PHONE_CASE,baseline,10.99
R_3Ej8bcREI0F3eu5,PET_FOOD,treatment,9.29
R_3EjukyESzOBwlP3,SHIRT,baseline,23.98
R_3EjukyESzOBwlP3,SHIRT,treatment,9.99
R_3Em4Q2OBHB3m5rz,ADHESIVE_TAPES,baseline,8.0
R_3Em4Q2OBHB3m5rz,COFFEE,treatment,8.55
R_3Em4Q2OBHB3m5rz,ELECTRONIC_CABLE,treatment,9.44
R_3Em4Q2OBHB3m5rz,SKIN_CLEANING_AGENT,baseline,2.79
R_3Em4Q2OBHB3m5rz,VITAMIN,baseline,5.33
R_3EsC5YHmiHe5s54,SHIRT,treatment,19.19
R_3EsC5YHmiHe5s54,SKIN_CLEANING_AGENT,baseline,4.88
R_3EsC5YHmiHe5s54,SKIN_CLEANING_AGENT,treatment,3.76
R_3EstwwBJnGlJRF9,HERB,treatment,9.99
R_3EuLVznxdNt9ygD,ELECTRONIC_CABLE,treatment,12.99
R_3EuLVznxdNt9ygD,HERB,treatment,3.2
R_3EuLVznxdNt9ygD,SHOES,treatment,49.95
R_3F2RsXO9QCVRCrn,VITAMIN,baseline,27.310000000000002
R_3F4cWjtxeQOW5r7,ELECTRONIC_CABLE,treatment,13.99
R_3FLPTTSok3w7jnv,CELLULAR_PHONE_CASE,treatment,34.0
R_3FLPTTSok3w7jnv,PET_FOOD,baseline,49.96
R_3FLPTTSok3w7jnv,PET_FOOD,treatment,25.47
R_3FLPTTSok3w7jnv,SUGAR_CANDY,baseline,5.7
R_3FPeOTnJa3dJ112,HERB,treatment,11.45
R_3FPeOTnJa3dJ112,SKIN_CLEANING_AGENT,treatment,16.25
R_3FPeOTnJa3dJ112,VITAMIN,treatment,10.49
R_3FRSHAzxtL6ifms,ELECTRONIC_CABLE,baseline,9.99
R_3FRSHAzxtL6ifms,SKIN_CLEANING_AGENT,treatment,11.79
R_3FRSHAzxtL6ifms,TOILET_PAPER,baseline,22.25
R_3FRSHAzxtL6ifms,TOILET_PAPER,treatment,22.25
R_3FUNDRuv13pcDZN,ELECTRONIC_CABLE,treatment,13.99
R_3FUNDRuv13pcDZN,SKIN_CLEANING_AGENT,baseline,13.94
R_3FWCS2UtcCmpn3R,ADHESIVE_TAPES,treatment,7.86
R_3FWCS2UtcCmpn3R,CELLULAR_PHONE_CASE,treatment,16.62
R_3FWCS2UtcCmpn3R,COFFEE,treatment,26.07
R_3FWCS2UtcCmpn3R,DISHWASHER_DETERGENT,treatment,19.98
R_3FWCS2UtcCmpn3R,TOILET_PAPER,treatment,29.98
R_3G19QJlvJKiZq7Y,ELECTRONIC_CABLE,baseline,7.99
R_3G19QJlvJKiZq7Y,SHOES,baseline,63.21
R_3G1gYo1d23Zq8Np,ADHESIVE_TAPES,baseline,9.99
R_3G1gYo1d23Zq8Np,ADHESIVE_TAPES,treatment,19.96
R_3G1gYo1d23Zq8Np,FLAVORED_DRINK_CONCENTRATE,baseline,5.99
R_3G1gYo1d23Zq8Np,FRUIT,baseline,37.08
R_3G1gYo1d23Zq8Np,FRUIT,treatment,14.99
R_3G1gYo1d23Zq8Np,HERB,baseline,4.09
R_3G1gYo1d23Zq8Np,PET_FOOD,baseline,69.96
R_3G1gYo1d23Zq8Np,PET_FOOD,treatment,110.57
R_3G1gYo1d23Zq8Np,PROTECTIVE_GLOVE,treatment,40.989999999999995
R_3G1gYo1d23Zq8Np,SKIN_CLEANING_AGENT,baseline,19.12
R_3G1gYo1d23Zq8Np,VITAMIN,baseline,22.6
R_3G1gYo1d23Zq8Np,VITAMIN,treatment,27.85
R_3G1jK0qoLtI09ql,CELLULAR_PHONE_CASE,baseline,15.98
R_3G1jK0qoLtI09ql,CELLULAR_PHONE_CASE,treatment,13.85
R_3G1jK0qoLtI09ql,ELECTRONIC_CABLE,treatment,6.99
R_3G1jK0qoLtI09ql,SCREEN_PROTECTOR,baseline,12.98
R_3G2FrnXm2CdS0gc,VITAMIN,baseline,15.97
R_3G8qdj0XUDaKK0r,PET_FOOD,baseline,119.96
R_3G8qdj0XUDaKK0r,PET_FOOD,treatment,384.34000000000003
R_3GBS8tWaQz8xHPl,PET_FOOD,baseline,53.82
R_3GCXgWFPLgXAuFC,COFFEE,treatment,45.66
R_3GCXgWFPLgXAuFC,PET_FOOD,treatment,6.29
R_3GCXgWFPLgXAuFC,SHIRT,baseline,88.96
R_3GCXgWFPLgXAuFC,SHIRT,treatment,7.0
R_3GCXgWFPLgXAuFC,SKIN_CLEANING_AGENT,baseline,1.88
R_3GCXgWFPLgXAuFC,VITAMIN,treatment,8.01
R_3GD1CL4OyjglmbZ,SHIRT,baseline,41.98
R_3GdZzylMTi2YNBV,SHIRT,baseline,112.94
R_3GdZzylMTi2YNBV,SUGAR_CANDY,baseline,47.19
R_3Ge2RzIsoM2g5lL,SKIN_CLEANING_AGENT,baseline,7.24
R_3Ge2RzIsoM2g5lL,SKIN_CLEANING_AGENT,treatment,6.99
R_3GfYuThn4GzHiWO,CELLULAR_PHONE_CASE,treatment,13.99
R_3GiFHVWzYKHT1F5,FLAVORED_DRINK_CONCENTRATE,baseline,2.99
R_3GiFHVWzYKHT1F5,PET_FOOD,baseline,43.349999999999994
R_3GiFHVWzYKHT1F5,PET_FOOD,treatment,15.97
R_3GiFHVWzYKHT1F5,SHIRT,baseline,16.99
R_3GiWheWDtygg0V2,CELLULAR_PHONE_CASE,baseline,8.95
R_3GiWheWDtygg0V2,COFFEE,baseline,17.04
R_3GiWheWDtygg0V2,PET_FOOD,baseline,81.83
R_3GiWheWDtygg0V2,PET_FOOD,treatment,74.28999999999999
R_3GiWheWDtygg0V2,SCREEN_PROTECTOR,baseline,6.99
R_3GiWheWDtygg0V2,SHIRT,baseline,4.58
R_3GiWheWDtygg0V2,SHIRT,treatment,14.99
R_3GiWheWDtygg0V2,SKIN_CLEANING_AGENT,treatment,4.79
R_3GiWheWDtygg0V2,VITAMIN,baseline,9.04
R_3GkT1UsAPrEwdXE,HERB,baseline,21.78
R_3GkoSjGfb27dcFl,FLAVORED_DRINK_CONCENTRATE,baseline,31.32
