unified_level_1,unified_level_2,unified_level_3,unified_level_4,unified_level_5
toy | baby,play | game | outdoor | accessory | sport,pool | product | ball,,
toy | baby,play | game | outdoor | accessory | sport,pretend,,
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,air | kite | glider,
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,ant | astronomy | bug | educational | reading,
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,ball | bubble | fingerboard | coiled | marble,hula
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,ball | bubble | fingerboard | coiled | marble,
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,block | set,
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,car | train | airplane | boat | helicopter,
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,dough | drawing,
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,kaleidoscope | prism,
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,kitchen | money | electronics | housekeeping | lawn,cookware
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,kitchen | money | electronics | housekeeping | lawn,tableware
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,kitchen | money | electronics | housekeeping | lawn,
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,magnet | instrument,
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,puppet | figure | dollhouse | paper,
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,riding | hobby | wagon,
toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,,
toy | baby,play | game | outdoor | accessory | sport,reading,,
toy | baby,play | game | outdoor | accessory | sport,set | card | poker | dice | tile,chip,
toy | baby,play | game | outdoor | accessory | sport,set | card | poker | dice | tile,,
toy | baby,play | game | outdoor | accessory | sport,statue,,
toy | baby,play | game | outdoor | accessory | sport,trading,,
toy | baby,play | game | outdoor | accessory | sport,vehicle | kid,train,
toy | baby,play | game | outdoor | accessory | sport,vehicle | kid,truck | construction,
toy | baby,play | game | outdoor | accessory | sport,vehicle | kid,,
toy | baby,play | game | outdoor | accessory | sport,water | swing | inflatable | trampoline | slide,park,
toy | baby,play | game | outdoor | accessory | sport,water | swing | inflatable | trampoline | slide,sprinkers,
toy | baby,play | game | outdoor | accessory | sport,water | swing | inflatable | trampoline | slide,,
toy | baby,play | game | outdoor | accessory | sport,,,
toy | baby,puppet,,,
toy | baby,seat,,,
toy | baby,tricycle,,,
toy | baby,,atari,,
toy | baby,,birthday,,
toy | baby,,bottle,,
toy | baby,,burp,,
toy | baby,,cupcake,,
toy | baby,,gamecube,,
toy | baby,,jigsaw,,
toy | baby,,kid,,
toy | baby,,nintendo,,
toy | baby,,playstation,,
toy | baby,,sega,,
toy | baby,,sippy,,
toy | baby,,sony,,
toy | baby,,super,,
toy | baby,,turbografx,,
toy | baby,,wii,,
toy | baby,,wooden,,
toy | baby,,xbox,,
toy | baby,,,,
